セリフ,ChracterName,BlockName,FileName
ああ。たぶん、移動用のクリスタルだな。ただ、俺たちじゃ使えねぇ。,Hero,ReachedTowerLanding2,Hero_normal_normal
使えないんですか？,Heroin,ReachedTowerLanding2,Heroin_flexible_normal
こういうのは体内の魔力量が関係してるらしい。詳しいことまでは知らねぇけどな。,Hero,ReachedTowerLanding2,Hero_normal_thinking
ここは任せた。俺は別の場所を探してくる。,Hero,ReachedTowerLanding2,Hero_normal_normal
"前方に不明な反応を検知しました。
ノエリ、この先は警戒して進んでください。",Fabo,ReachedTowerHallEntrance,
さっきの男の子、どこまで行ったんだろう。,Heroin,ApothecaryAppear,Heroin_flexible_normal
この先にいるのかな……。,Heroin,ApothecaryAppear,Heroin_flexible_normal
そこまで。,???,ApothecaryAppear,
えっ……？,Heroin,ApothecaryAppear,Heroin_flexible_troubled
それ以上、進まないで。,???,ApothecaryAppear,
えっ、だ、誰ですか？,Heroin,ApothecaryAppear,Heroin_flexible_surprised
あなたに名乗る必要はない。今すぐここから出て。,???,ApothecaryAppear,
"待ってください。
私たちは、村で起きていることを調べに来ただけで――。",Heroin,ApothecaryAppear,Heroin_flexible_anxious
聞く必要はない。,???,ApothecaryAppear,
えっ？,Heroin,ApothecaryAppear,Heroin_flexible_troubled
警告はした。出ていかないなら、力ずくで退かせる。,???,ApothecaryAppear,
ちょ、ちょっと待ってください！,Heroin,ApothecaryAppear,Heroin_flexible_anxious
悪いけど、ここから先には行かせない。,???,ApothecaryAppear,
まだ終わってない。ここから出て。,???,ApothecaryDefeat,
ま、待ってください。私たちはもう戦うつもりは――。,Heroin,ApothecaryDefeat,Heroin_flexible_troubled
待って、お姉ちゃんをいじめないで。,SnowVillageBoy2,ApothecaryDefeat,
……あなた、どうしてここに。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
だって、すごい音がしたから。,SnowVillageBoy2,ApothecaryDefeat,
おーい、ノエリ！ 無事か？,Hero,ApothecaryDefeat,Hero_normal_normal
"おいおい、なんだこの状況。
ずいぶん派手にやったみてぇだな。",Hero,ApothecaryDefeat,Hero_normal_surprised
"この子から、怪しい人たちに塔のことを聞かれたって聞いた。
だから、侵入者だと思った。それだけ。",Apothecary,ApothecaryDefeat,Apothecary_normal_normal
"なるほどな。
でも、それだけでいきなり襲うのは、
ちょっと早とちりじゃねぇか？",Hero,ApothecaryDefeat,Hero_normal_normal
"……そうかもしれない。
でも、ここに近づく人間は警戒してる。",Apothecary,ApothecaryDefeat,Apothecary_normal_normal
まあ、気持ちは分からなくもねぇけどな。,Hero,ApothecaryDefeat,Hero_normal_normal
"そういえば、まだ名乗ってなかった。
私はメルサ。ここで薬の研究をしてる。",Apothecary,ApothecaryDefeat,Apothecary_normal_normal
私はノエリです。改めて、よろしくお願いします。,Heroin,ApothecaryDefeat,Heroin_flexible_normal
"俺はガド。ギルドでガードをしてる。
まあ、よろしくな。",Hero,ApothecaryDefeat,Hero_normal_normal
……よろしく。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
あっ、そういえば、どうしてあの時、急に行っちゃったの？,Heroin,ApothecaryDefeat,Heroin_flexible_normal
"村の大人たち、この塔に住んでるお姉ちゃんのこと、
とっても怖がってるんだ。",SnowVillageBoy2,ApothecaryDefeat,
"だから、塔のことを話したら、
もうここに来ちゃだめって言われると思って。",SnowVillageBoy2,ApothecaryDefeat,
……怖がられてる？,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
"まあ、傍から見りゃ、外れの塔に一人で住んでるんだ。
怪しく見えても仕方ねぇんじゃないか？",Hero,ApothecaryDefeat,Hero_normal_thinking
……言い方が気に入らない。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
事実を言っただけだろ。,Hero,ApothecaryDefeat,Hero_normal_normal
あなた、そういうところ直した方がいいと思う。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
もういい。私は研究に戻る。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
でも、この人たちにも手伝ってもらえばいいんじゃない？,SnowVillageBoy2,ApothecaryDefeat,
手伝うって、何をしてるの？,Heroin,ApothecaryDefeat,Heroin_flexible_normal
"村、食べ物がなくて困ってるでしょ。
だから、植物がもっと早く育つ薬を作ろうとしてるんだ。",SnowVillageBoy2,ApothecaryDefeat,
そんな薬を……。,Heroin,ApothecaryDefeat,Heroin_flexible_normal
まだ完成してない。だから研究を続けてる。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
"なんだ。ちゃんとまともなことしてるんじゃねえか。
不気味がられているわりにはよ。",Hero,ApothecaryDefeat,Hero_normal_normal
……その言い方も気に入らない。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
今度は何が悪かったんだよ。,Hero,ApothecaryDefeat,Hero_normal_normal
いちいち一言多い。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
"そりゃ悪かったな。
でも、村のためなら俺たちも手伝ってやるよ。",Hero,ApothecaryDefeat,Hero_normal_normal
はい。私にもできることがあれば、手伝わせてください。,Heroin,ApothecaryDefeat,Heroin_flexible_smile
"なら、
あなたはこの塔にいる魔物から素材をいくつか取ってきて。",Apothecary,ApothecaryDefeat,Apothecary_normal_normal
"私はここで調合を進める。
集め終わったら、この子に渡して。",Apothecary,ApothecaryDefeat,Apothecary_normal_normal
うん。僕が受け取るよ。,SnowVillageBoy2,ApothecaryDefeat,
で、俺は何すりゃいい？,Hero,ApothecaryDefeat,Hero_normal_normal
あなたは力がありそうだから、別の仕事をお願いする。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
その言い方、嫌な予感しかしねぇんだけど。,Hero,ApothecaryDefeat,Hero_normal_thinking
そう。じゃあ、その予感を大事にして。,Apothecary,ApothecaryDefeat,Apothecary_normal_normal
おいおい、俺の方はずいぶん雑じゃねぇか。,Hero,ApothecaryDefeat,Hero_normal_normal
アイテムを渡しますか？,narrative,ApothecaryQuest,
必要なアイテムをもっていない。,narrative,ApothecaryQuest,
"ありがとう、
お姉ちゃん。これだけあれば足りると思う。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
うん。お願いね。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_normal
じゃあ、渡してくるね。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
"はぁ……ようやく終わったな。
もうしばらくあの匂いは嗅ぎたくねぇ。",Hero,ApothecaryQuest_GiveItem,Hero_normal_normal
大げさ。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
こっちは何日付き合わされたと思ってんだよ。,Hero,ApothecaryQuest_GiveItem,Hero_normal_normal
でも、ちゃんと完成してよかったですね。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_normal
ええ。これなら植物の成長を十分に促進できると思う。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
"これで村の方も何とかなりそうだ。
俺たちも本部に帰れる目処が立ったな。",Hero,ApothecaryQuest_GiveItem,Hero_normal_normal
"でも、村の周りを荒らしていた原因は、
まだ分かってないですよね。",Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
ああ、そっちはまだだったな。,Hero,ApothecaryQuest_GiveItem,Hero_normal_thinking
そっちって？,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
"村の周りで、木が切り倒されたり、
食べ物が荒らされたりしてるんです。",Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_normal
"それに、近くにいた動物もいなくなって、
狩りができなくなってるみたいで。",Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_normal
……そんなことになってたの。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
ああ。しかも、誰もやってるところを見たことがねぇらしい。,Hero,ApothecaryQuest_GiveItem,Hero_normal_thinking
"……まさかメルサ、
お前まだ何か塔に隠しているんじゃねぇよな？",Hero,ApothecaryQuest_GiveItem,Hero_normal_thinking
隠してない。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
冗談だって。,Hero,ApothecaryQuest_GiveItem,Hero_normal_smile
面白くない。いい加減にして。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
ははっ、悪かったって。,Hero,ApothecaryQuest_GiveItem,Hero_normal_smile
……あれ？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
ん？ どうした、ノエリ。,Hero,ApothecaryQuest_GiveItem,Hero_normal_normal
"そういえば、村から塔まで来るには、
あの洞窟を通らないといけないんですよね。",Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_serious
ああ。結構危ない道だったな。,Hero,ApothecaryQuest_GiveItem,Hero_normal_normal
あの子、いつも一人であそこを通ってたのかな。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
ねえ、いつもどうやって塔まで来てたの？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_serious
……,SnowVillageBoy2,ApothecaryQuest_GiveItem,
おい、どうした？ さっきから黙り込んで。,Hero,ApothecaryQuest_GiveItem,Hero_normal_thinking
……そっか。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
えっ？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_surprised
そこに気づいたんだ。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
おい、坊主。何の話だ？,Hero,ApothecaryQuest_GiveItem,Hero_normal_thinking
うん。もういいかな。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
……どうしたの？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
"もう十分だよ。
ここまでで、僕の目的はある程度達成できたから。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
じゃあね。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
えっ――。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_surprised
なっ、橋が！,Hero,ApothecaryQuest_GiveItem,Hero_normal_surprised
落ちる――！,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
きゃあっ！,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_surprised
うぅ……ここは……。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
気がついた？,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
メルサさん……。ここは……？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
"あ、目が覚めたみたいだね。
生体反応も安定してる。うん、問題なさそう。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
あなた……。これはどういうこと？,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
待ってください。ガドさんは？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_anxious
"あの大きい人なら、
落としたときにどこかへ行っちゃったよ。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
そんな……。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
"まあ、あの身体なら十分に丈夫そうだから、
あれくらいで死ぬ可能性は低いと思うよ。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
あとで別の実験にも使えそうだしね。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
私たちをどうするつもり？,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
"二人には、これから実験工程に参加してもらうよ。
せっかく条件のいい観測対象が二人も揃ったからね。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
何か、人体実験でもするわけ？,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
まさか。そんなことをしたら生体反応が大きく乱れるでしょ。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
"条件を壊したら、
再現性のあるデータが取れないよ。そんなの意味ないし。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
じゃあ…何をするんですか？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
"簡単だよ。
そこの机に置いてある試料を、摂取してくれればいい。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
……そんな得体の知れないもの、食べるわけない。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
うん。拒否するのは自由だよ。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
"でも、実験工程から外れた場合は、
その後の処理を変えないといけなくなるね。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
処理……？,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
"どうなるかは、僕にもまだ分からないよ。
万が一の場合の条件だから。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
……それ、脅してるつもり？,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
僕は条件を説明してるだけだよ。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
"椅子も机も用意してあるから、
最低限の環境は揃ってるよ。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
"むこうの実験区画と環境差が大きすぎると、
対照条件として使いにくくなるからね。
そこはちゃんと調整しておいたんだ。",SnowVillageBoy2,ApothecaryQuest_GiveItem,
じゃあ、僕は別の工程を進めてくるから。,SnowVillageBoy2,ApothecaryQuest_GiveItem,
……メルサさん、どうしましょう。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
今は従うしかない。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
でも、この食べ物が何なのかも分からないのに……。,Heroin,ApothecaryQuest_GiveItem,Heroin_flexible_troubled
分かってる。私も隙を見て、ここから出る方法を探す。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
だから、それまでは下手に逆らわないで。機会を待つ。,Apothecary,ApothecaryQuest_GiveItem,Apothecary_normal_normal
また、声をかけてね。,SnowVillageBoy2,ApothecaryQuest_DontGiveItem,
"これなら、ちゃんと食べられそう。
変なものが入ってないといいけど。",Heroin,UnderPrison1Food1,Heroin_flexible_troubled
"もぐ、もぐ。",narrative,UnderPrison1Food1,
"うん。味は普通みたい。これなら大丈夫そう。",Heroin,UnderPrison1Food1,Heroin_flexible_normal
"思ってたより多いかも。少しずつ食べよう。",Heroin,UnderPrison1Food2,Heroin_flexible_troubled
"もぐ、ぱく……もぐ。",narrative,UnderPrison1Food2,
ふぅ。まだ大丈夫だけど、結構お腹にたまるかも。,Heroin,UnderPrison1Food2,Heroin_flexible_troubled
 わぁ、すごく甘そう。こういうのも用意してあるんだ。,Heroin,UnderPrison1Food3,Heroin_flexible_normal
"ぱく、もぐ……もぐ。",narrative,UnderPrison1Food3,
おいしい。でも、実験だと思うとちょっと複雑かも。,Heroin,UnderPrison1Food3,Heroin_flexible_troubled
思った通り、あっちのグループと比べると、変化は小さいね。,SnowVillageBoy2,UnderPrison1EventComplete,
何と比べてるの。,Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
"それは教えないよ。
余計な情報を与えると、観測結果に影響が出るから。",SnowVillageBoy2,UnderPrison1EventComplete,
私たちを、物みたいに扱わないでください。,Heroin,UnderPrison1EventComplete,Heroin_flexible_angry
じゃあ、次の試料を置いておくね。,SnowVillageBoy2,UnderPrison1EventComplete,
勝手に置いていかないで。,Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
手順だから。よろしくね。,SnowVillageBoy2,UnderPrison1EventComplete,
"でも、ここからどうやって出ればいいんでしょう。
見た感じ出口はなさそうですし…。",Heroin,UnderPrison1EventComplete,Heroin_flexible_troubled
正面から出る必要はない。,Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
えっ？,Heroin,UnderPrison1EventComplete,Heroin_flexible_surprised
私、短い距離ならテレポートできる。,Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
それなら、この檻の外にも出られるんですか？,Heroin,UnderPrison1EventComplete,Heroin_flexible_surprised
できる。でも、今は無理。,Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
どうしてですか？,Heroin,UnderPrison1EventComplete,Heroin_flexible_troubled
あなたと戦ったときに、魔力をほとんど使い切った。,Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
"魔力が溜まらないと、
テレポートは使えない。今は回復を待つしかない。",Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
……分かりました。,Heroin,UnderPrison1EventComplete,Heroin_flexible_normal
"必ず隙はできる。
それまでは、あいつの言う通りにしてるふりをする。",Apothecary,UnderPrison1EventComplete,Apothecary_armed1_normal
これ、一人で全部食べるには多くないかな。,Heroin,UnderPrison2Food1,Heroin_flexible_troubled
"もぐ……もぐ、ぱく。",narrative,UnderPrison2Food1,
ふぅ。まだ食べられるけど、ちょっと苦しくなってきたかも。,Heroin,UnderPrison2Food1,Heroin_flexible_troubled
"すごく甘そう。ちゃんと全部食べられるかな。",Heroin,UnderPrison2Food2,Heroin_flexible_anxious
ぱく……もぐ……もぐ。,narrative,UnderPrison2Food2,
うぅ、甘い。おいしいけど、今はちょっときついかも。,Heroin,UnderPrison2Food2,Heroin_flexible_troubled
"この量を全部か……。
食べないと何をされるか分からないし、頑張ろう。",Heroin,UnderPrison2Food3,Heroin_flexible_serious
もぐ……ぱく……もぐ。,narrative,UnderPrison2Food3,
はぁ。ちゃんと食べられた。少し休みたいな。,Heroin,UnderPrison2Food3,Heroin_flexible_normal
……うん。前より変化してるね。,SnowVillageBoy2,UnderPrison2EventComplete,
そんなに見ないでください。,Heroin,UnderPrison2EventComplete,Heroin_flexible_blush
データを取らないと意味がないからね。仕方がないね。,SnowVillageBoy2,UnderPrison2EventComplete,
いい加減にして。何が目的なの。,Apothecary,UnderPrison2EventComplete,Apothecary_armed2_normal
それはまだ教えられないよ。,SnowVillageBoy2,UnderPrison2EventComplete,
都合のいいことばかり。,Apothecary,UnderPrison2EventComplete,Apothecary_armed2_normal
"そう思ってくれて構わないよ。
次の試料はここに置いておくね。",SnowVillageBoy2,UnderPrison2EventComplete,
……まだ続けるんですか？,Heroin,UnderPrison2EventComplete,Heroin_flexible_troubled
もちろん。,SnowVillageBoy2,UnderPrison2EventComplete,
……さすがに、これだけ続くと食べるのもきつい。,Apothecary,UnderPrison2EventComplete,Apothecary_armed2_normal
"メルサさんもですか。
私も、だんだん苦しくなってきました。",Heroin,UnderPrison2EventComplete,Heroin_flexible_troubled
"でも、メルサさん……
さっきより食べるの、早くなってません？",Heroin,UnderPrison2EventComplete,Heroin_flexible_troubled
……なってない。,Apothecary,UnderPrison2EventComplete,Apothecary_armed2_normal
えっ。でも、私よりずっと先に食べ終わってましたよ。,Heroin,UnderPrison2EventComplete,Heroin_flexible_surprised
気のせい。,Apothecary,UnderPrison2EventComplete,Apothecary_armed2_normal
そ、そうですか？,Heroin,UnderPrison2EventComplete,Heroin_flexible_troubled
……いちいち見ないで。,Apothecary,UnderPrison2EventComplete,Apothecary_armed2_normal
あっ、ご、ごめんなさい。,Heroin,UnderPrison2EventComplete,Heroin_flexible_anxious
……その話、もう終わり。,Apothecary,UnderPrison2EventComplete,Apothecary_armed2_normal
"えっ、これ全部？ 一人分には見えないんだけど。",Heroin,UnderPrison3Food1,Heroin_flexible_surprised
"もぐ……っ、もぐ……。",narrative,UnderPrison3Food1,
